Date_poked,Date_collected,Days,Site,Shoot,Flower,Blade,Blade_tin,Growth,Length,Bitten,Width,Rinsed_by,Measured_by,Date_measured,Notes,Epiphyte_tin,Blade_dry_weight,Epiphyte_dry_weight,Bites
5/23/21,6/4/21,12,R18,10,,2,3168,14.5,14.5,,5.5,Bridget,Bridget,7/20/21,,1574,0.0131,0.0009,0
5/23/21,6/4/21,12,R19,1,,1,3169,0,16,y,6,Bridget,Bridget,7/20/21,,1530,0.0175,0.0018,8
5/23/21,6/4/21,12,R19,1,,2,3169,18,44,,6,Bridget,Bridget,7/20/21,,1530,0.0175,0.0018,8
5/23/21,6/4/21,12,R19,1,,3,3169,6.5,6.5,,5,Bridget,Bridget,7/20/21,,1530,0.0175,0.0018,8
5/23/21,6/4/21,12,R19,2,,1,3170,0,20,y,5.5,Bridget,Bridget,7/20/21,,1887,0.0249,0.0023,5
5/23/21,6/4/21,12,R19,2,,2,3170,0.5,30,y,5,Bridget,Bridget,7/20/21,,1887,0.0249,0.0023,5
5/23/21,6/4/21,12,R19,2,,3,3170,17,44,,5,Bridget,Bridget,7/20/21,,1887,0.0249,0.0023,5
5/23/21,6/4/21,12,R19,2,,4,3170,6,6,,5,Bridget,Bridget,7/20/21,,1887,0.0249,0.0023,5
5/23/21,6/4/21,12,R19,3,,1,3171,1,42,y,4,Bridget,Bridget,7/20/21,,1734,0.012,0.0002,3
5/23/21,6/4/21,12,R19,3,,2,3171,11,19,,4,Bridget,Bridget,7/20/21,,1734,0.012,0.0002,3
5/23/21,6/4/21,12,R19,4,,1,3172,0,7.5,y,7,Bridget,Bridget,7/20/21,,1636,0.0458,0.0025,7
5/23/21,6/4/21,12,R19,4,,2,3172,18,43,y,7.5,Bridget,Bridget,7/20/21,,1636,0.0458,0.0025,7
5/23/21,6/4/21,12,R19,4,,3,3172,42,59,,7.5,Bridget,Bridget,7/20/21,,1636,0.0458,0.0025,7
5/23/21,6/4/21,12,R19,5,,1,3173,0,12.5,y,6,Bridget,Bridget,7/20/21,,1491,0.0141,0.0014,3
5/23/21,6/4/21,12,R19,5,,2,3173,13,35,y,5,Bridget,Bridget,7/20/21,,1491,0.0141,0.0014,3
5/23/21,6/4/21,12,R19,5,,3,3173,3,3,,5,Bridget,Bridget,7/20/21,,1491,0.0141,0.0014,3
5/23/21,6/4/21,12,R19,6,,1,3174,0,13,y,7,Bridget,Bridget,7/20/21,,1769,0.0312,0.0028,1
5/23/21,6/4/21,12,R19,6,,2,3174,17,49,y,7,Bridget,Bridget,7/20/21,,1769,0.0312,0.0028,1
5/23/21,6/4/21,12,R19,6,,3,3174,28.5,28.5,,7,Bridget,Bridget,7/20/21,,1769,0.0312,0.0028,1
5/23/21,6/4/21,12,R19,7,,1,3175,11,69,,6.5,Bridget,Bridget,7/20/21,,1455,0.0359,0.0026,3
5/23/21,6/4/21,12,R19,7,,2,3175,33.5,40,,6.5,Bridget,Bridget,7/20/21,,1455,0.0359,0.0026,3
5/23/21,6/4/21,12,R19,8,,1,3176,0,15,y,4,Bridget,Bridget,7/20/21,,1972,0.0105,0.0006,2
5/23/21,6/4/21,12,R19,8,,2,3176,14,33.5,,4,Bridget,Bridget,7/20/21,,1972,0.0105,0.0006,2
5/23/21,6/4/21,12,R19,8,,3,3176,9,9,,4,Bridget,Bridget,7/20/21,,1972,0.0105,0.0006,2
5/23/21,6/4/21,12,R19,9,,1,3177,0,22,y,5.5,Bridget,Bridget,7/20/21,,1608,0.0196,0.0025,7
5/23/21,6/4/21,12,R19,9,,2,3177,15,47,,5,Bridget,Bridget,7/20/21,,1608,0.0196,0.0025,7
5/23/21,6/4/21,12,R19,9,,3,3177,8,8,,4.5,Bridget,Bridget,7/20/21,,1608,0.0196,0.0025,7
5/23/21,6/4/21,12,R19,10,,1,3178,8,25,y,5,Bridget,Bridget,7/20/21,,2028,0.0082,0.0004,0
5/23/21,6/4/21,12,R19,10,,2,3178,18,18,,5,Bridget,Bridget,7/20/21,,2028,0.0082,0.0004,0
5/23/21,6/4/21,12,R20,1,,1,3179,9,60,y,8,Bridget,Bridget,7/20/21,,1488,0.0418,0.006,7
5/23/21,6/4/21,12,R20,1,,2,3179,24,44,,8,Bridget,Bridget,7/20/21,,1488,0.0418,0.006,7
5/23/21,6/4/21,12,R20,2,,1,3180,2,29,y,7,Bridget,Bridget,7/20/21,,1759,0.0273,0.0037,2
5/23/21,6/4/21,12,R20,2,,2,3180,23,49,y,7,Bridget,Bridget,7/20/21,,1759,0.0273,0.0037,2
5/23/21,6/4/21,12,R20,3,,1,3181,25,50,y,6,Bridget,Bridget,7/20/21,,1415,0.035,0.0022,2
5/23/21,6/4/21,12,R20,3,,2,3181,44,47,,6,Bridget,Bridget,7/20/21,,1415,0.035,0.0022,2
5/23/21,6/4/21,12,R20,3,,3,3181,6,6,,6,Bridget,Bridget,7/20/21,,1415,0.035,0.0022,2
5/23/21,6/4/21,12,R20,4,,1,3182,0,60,y,5,Bridget,Bridget,7/20/21,,1598,0.0566,0.0047,6
5/23/21,6/4/21,12,R20,4,,2,3182,10,56,y,6,Bridget,Bridget,7/20/21,,1598,0.0566,0.0047,6
5/23/21,6/4/21,12,R20,4,,3,3182,27,61,,6,Bridget,Bridget,7/20/21,,1598,0.0566,0.0047,6
5/23/21,6/4/21,12,R20,4,,4,3182,10,10,,6.5,Bridget,Bridget,7/20/21,,1598,0.0566,0.0047,6
5/23/21,6/4/21,12,R20,5,,1,3183,0,6,y,8,Bridget,Bridget,7/20/21,,1483,0.0266,0.0029,4
5/23/21,6/4/21,12,R20,5,,2,3183,13,25,y,7.5,Bridget,Bridget,7/20/21,,1483,0.0266,0.0029,4
5/23/21,6/4/21,12,R20,5,,3,3183,19,25,,7.5,Bridget,Bridget,7/20/21,,1483,0.0266,0.0029,4
5/23/21,6/4/21,12,R20,6,,1,3184,11,49,y,5,Bridget,Bridget,7/20/21,,1423,0.0189,0.0027,2
5/23/21,6/4/21,12,R20,6,,2,3184,22,22,,5,Bridget,Bridget,7/20/21,,1423,0.0189,0.0027,2
5/23/21,6/4/21,12,R20,7,,1,3185,0,24,y,5,Bridget,Bridget,7/20/21,,1546,0.0472,0.0064,1
5/23/21,6/4/21,12,R20,7,,2,3185,3,51,y,5,Bridget,Bridget,7/20/21,,1546,0.0472,0.0064,1
5/23/21,6/4/21,12,R20,7,,3,3185,20,57,y,5,Bridget,Bridget,7/20/21,,1546,0.0472,0.0064,1
5/23/21,6/4/21,12,R20,7,,4,3185,25,25,,5.5,Bridget,Bridget,7/20/21,,1546,0.0472,0.0064,1
5/23/21,6/4/21,12,R20,8,,1,3186,0,68.5,,4,Bridget,Bridget,7/20/21,,1753,0.0209,0.0032,1
5/23/21,6/4/21,12,R20,8,,2,3186,19,40,y,4,Bridget,Bridget,7/20/21,,1753,0.0209,0.0032,1
5/23/21,6/4/21,12,R20,8,,3,3186,4,4,,4,Bridget,Bridget,7/20/21,,1753,0.0209,0.0032,1
5/23/21,6/4/21,12,R20,9,,1,3187,0,40,y,5,Bridget,Bridget,7/20/21,,1795,0.0255,0.0025,3
5/23/21,6/4/21,12,R20,9,,2,3187,4,57,y,5,Bridget,Bridget,7/20/21,,1795,0.0255,0.0025,3
5/23/21,6/4/21,12,R20,9,,3,3187,16.5,16.5,,5,Bridget,Bridget,7/20/21,,1795,0.0255,0.0025,3
5/23/21,6/4/21,12,R21,1,,1,3188,0,20,y,7,Bridget,Bridget,7/20/21,,1973,0.026,0.0019,6
5/23/21,6/4/21,12,R21,1,,2,3188,15,44,y,7,Bridget,Bridget,7/20/21,,1973,0.026,0.0019,6
5/23/21,6/4/21,12,R21,1,,3,3188,14,14,,7,Bridget,Bridget,7/20/21,,1973,0.026,0.0019,6
5/23/21,6/4/21,12,R21,2,,1,3189,16,62,,7,Bridget,Bridget,7/20/21,,1978,0.0261,0.0018,4
5/23/21,6/4/21,12,R21,2,,2,3189,20,20,,7,Bridget,Bridget,7/20/21,,1978,0.0261,0.0018,4
5/23/21,6/4/21,12,R21,3,,1,3190,0,15,y,6,Bridget,Bridget,7/20/21,,1979,0.0414,0.0042,2
5/23/21,6/4/21,12,R21,3,,2,3190,6,58,y,6,Bridget,Bridget,7/20/21,,1979,0.0414,0.0042,2
5/23/21,6/4/21,12,R21,3,,3,3190,28,59,,6,Bridget,Bridget,7/20/21,,1979,0.0414,0.0042,2
5/23/21,6/4/21,12,R21,3,,4,3190,10,10,,6,Bridget,Bridget,7/20/21,,1979,0.0414,0.0042,2
5/23/21,6/4/21,12,R21,4,,1,3191,0,14,y,7,Bridget,Bridget,7/20/21,,2069,0.018,0.0007,4
5/23/21,6/4/21,12,R21,4,,2,3191,16,37,,7,Bridget,Bridget,7/20/21,,2069,0.018,0.0007,4
5/23/21,6/4/21,12,R21,5,,1,3192,3,17,y,6,Bridget,Bridget,7/20/21,,2038,0.0146,0.0004,2
5/23/21,6/4/21,12,R21,5,,2,3192,18,29.5,y,6,Bridget,Bridget,7/20/21,,2038,0.0146,0.0004,2
5/23/21,6/4/21,12,R21,6,,1,3193,0,33,y,6,Bridget,Bridget,7/20/21,,1999,0.0388,0.0039,6
5/23/21,6/4/21,12,R21,6,,2,3193,19,74,y,6,Bridget,Bridget,7/20/21,,1999,0.0388,0.0039,6
5/23/21,6/4/21,12,R21,6,,3,3193,16,16,,6,Bridget,Bridget,7/20/21,,1999,0.0388,0.0039,6
5/23/21,6/4/21,12,R21,7,,1,3194,0,15,y,8,Bridget,Bridget,7/20/21,,2033,0.0395,0.0018,17
5/23/21,6/4/21,12,R21,7,,2,3194,16,55,,7,Bridget,Bridget,7/20/21,,2033,0.0395,0.0018,17
5/23/21,6/4/21,12,R21,7,,3,3194,24,28,,8,Bridget,Bridget,7/20/21,,2033,0.0395,0.0018,17
5/23/21,6/4/21,12,R21,8,,1,3195,0,15,y,6,Bridget,Bridget,7/20/21,,1928,0.02,0.0015,2
5/23/21,6/4/21,12,R21,8,,2,3195,4,18,y,7,Bridget,Bridget,7/20/21,,1928,0.02,0.0015,2
5/23/21,6/4/21,12,R21,8,,3,3195,21,24,y,6.5,Bridget,Bridget,7/20/21,,1928,0.02,0.0015,2
5/23/21,6/4/21,12,R21,9,,1,3196,0,13,y,7.5,Bridget,Bridget,7/20/21,,1984,0.0296,0.0025,5
5/23/21,6/4/21,12,R21,9,,2,3196,10,28,y,8,Bridget,Bridget,7/20/21,,1984,0.0296,0.0025,5
5/23/21,6/4/21,12,R21,9,,3,3196,16,29,,8,Bridget,Bridget,7/20/21,,1984,0.0296,0.0025,5
5/23/21,6/4/21,12,R21,9,,4,3196,6.5,6.5,,8,Bridget,Bridget,7/20/21,,1984,0.0296,0.0025,5
5/23/21,6/4/21,12,R22,1,,1,3197,4,38,,6,Bridget,Bridget,7/20/21,,2057,0.0162,0.0003,9
5/23/21,6/4/21,12,R22,1,,2,3197,12,25,,5.5,Bridget,Bridget,7/20/21,,2057,0.0162,0.0003,9
5/23/21,6/4/21,12,R22,2,,1,3198,0,18,y,6.5,Bridget,Bridget,7/20/21,,2072,0.0302,0.0012,13
5/23/21,6/4/21,12,R22,2,,2,3198,11,57,,6,Bridget,Bridget,7/20/21,,2072,0.0302,0.0012,13
5/23/21,6/4/21,12,R22,2,,3,3198,20,24,,6.5,Bridget,Bridget,7/20/21,,2072,0.0302,0.0012,13
5/23/21,6/4/21,12,R22,3,,1,3199,0,45,y,9,Bridget,Bridget,7/20/21,,1985,0.0818,0.0045,13
5/23/21,6/4/21,12,R22,3,,2,3199,7,57,y,9,Bridget,Bridget,7/20/21,,1985,0.0818,0.0045,13
5/23/21,6/4/21,12,R22,3,,3,3199,26,44,y,9,Bridget,Bridget,7/20/21,,1985,0.0818,0.0045,13
5/23/21,6/4/21,12,R22,3,,4,3199,6,6,,8,Bridget,Bridget,7/20/21,,1985,0.0818,0.0045,13
5/23/21,6/4/21,12,R22,4,,1,3200,0,17,y,9,Bridget,Bridget,7/20/21,,2032,0.0918,0.0024,6
5/23/21,6/4/21,12,R22,4,,2,3200,12,80,y,9,Bridget,Bridget,7/20/21,,2032,0.0918,0.0024,6
5/23/21,6/4/21,12,R22,4,,3,3200,35,73,,8,Bridget,Bridget,7/20/21,,2032,0.0918,0.0024,6
5/23/21,6/4/21,12,R22,5,,1,3201,0,5,y,7,Bridget,Bridget,7/20/21,,2086,0.0301,0.0005,7
5/23/21,6/4/21,12,R22,5,,2,3201,9,25,y,6.5,Bridget,Bridget,7/20/21,,2086,0.0301,0.0005,7
5/23/21,6/4/21,12,R22,5,,3,3201,16,24.5,y,6.5,Bridget,Bridget,7/20/21,,2086,0.0301,0.0005,7
5/23/21,6/4/21,12,R22,5,,4,3201,2,2,,6,Bridget,Bridget,7/20/21,,2086,0.0301,0.0005,7
5/23/21,6/4/21,12,R22,6,,1,3202,0,16,y,9,Bridget,Bridget,7/20/21,,1932,0.0781,0.0033,18
5/23/21,6/4/21,12,R22,6,,2,3202,4,83,y,8,Bridget,Bridget,7/20/21,,1932,0.0781,0.0033,18
5/23/21,6/4/21,12,R22,6,,3,3202,25,52,,9,Bridget,Bridget,7/20/21,,1932,0.0781,0.0033,18
5/23/21,6/4/21,12,R22,7,,1,3203,1,40,y,5,Bridget,Bridget,7/20/21,,1981,0.0373,0.0006,28
5/23/21,6/4/21,12,R22,7,,2,3203,18,57,,7,Bridget,Bridget,7/20/21,,1981,0.0373,0.0006,28
5/23/21,6/4/21,12,R22,7,,3,3203,16,16,,7,Bridget,Bridget,7/20/21,,1981,0.0373,0.0006,28
5/23/21,6/4/21,12,R22,8,,1,3204,0,25,y,5.5,Bridget,Bridget,7/20/21,,1969,0.0448,0.002,17
5/23/21,6/4/21,12,R22,8,,2,3204,19,65,y,5.5,Bridget,Bridget,7/20/21,,1969,0.0448,0.002,17
5/23/21,6/4/21,12,R22,8,,3,3204,29,43,,5.5,Bridget,Bridget,7/20/21,,1969,0.0448,0.002,17
5/23/21,6/4/21,12,R22,9,,1,3205,3,40,y,6.5,Bridget,Bridget,7/20/21,,1992,0.018,0.0005,9
5/23/21,6/4/21,12,R22,9,,2,3205,15,30,y,6,Bridget,Bridget,7/20/21,,1992,0.018,0.0005,9
5/23/21,6/4/21,12,R22,10,,1,3206,0,30,y,6,Bridget,Bridget,7/20/21,,1966,0.0372,0.0012,15
5/23/21,6/4/21,12,R22,10,,2,3206,10,42,y,6,Bridget,Bridget,7/20/21,,1966,0.0372,0.0012,15
5/23/21,6/4/21,12,R22,10,,3,3206,20,28,,7,Bridget,Bridget,7/20/21,,1966,0.0372,0.0012,15
